PROJECT_ID,SHIPMENT_NUMBER,CARRIER_DISPLAY_ID,VEHICLE_SIZE,VEHICLE_BUILD_UP,FIRST_COLLECTION_POST_CODE,LAST_DELIVERY_POST_CODE,FIRST_COLLECTION_LATITUDE,FIRST_COLLECTION_LONGITUDE,LAST_DELIVERY_LATITUDE,LAST_DELIVERY_LONGITUDE,FIRST_COLLECTION_SCHEDULE_EARLIEST,FIRST_COLLECTION_SCHEDULE_LATEST,LAST_DELIVERY_SCHEDULE_EARLIEST,LAST_DELIVERY_SCHEDULE_LATEST,LATEST_GPS_TIMESTAMP,DISTANCE,COLLECTION_DAY,DELIVERY_DAY,DELIVERY_HOUR,DELIVERY_WINDOW_DURATION,SHIPMENT_DURATION,DELAYED,CARRIER_ID_CONDENSED,IS_VAN
c7051f08-8889-4b8c-85b7-09833a679b7e,SEZHUK-231115-263160,CAUK000155,TractorUnit,Curtain-Side 13.6M Trailer,L11 0JA,DA2 6QA,53.462845,-2.896967,51.452153,0.265912,2023-11-16 17:00:00+00:00,2023-11-16 17:01:00+00:00,2023-11-17 09:55:00+00:00,2023-11-17 10:25:00+00:00,2023-11-17 08:32:00+00:00,310.23965044848615,Thursday,Friday,10,0.5,17.416666666666668,0,7,0
3244246f-e37c-4ba4-b9b3-61416a4449ae,SEZHUK-231106-260056,CAUK000029,TractorUnit,Curtain-Side 13.6M Trailer,S80 3FY,NN6 7TZ,53.293393,-1.074008,52.35193,-1.144734,2023-11-08 05:00:00+00:00,2023-11-08 05:59:00+00:00,2023-11-08 08:55:00+00:00,2023-11-08 09:25:00+00:00,2023-11-08 11:39:00+00:00,104.877166788235,Wednesday,Wednesday,9,0.5,4.416666666666667,1,0,0
433732b1-4db6-4969-985d-710c0033eeb4,SEZHUK-231129-267628,CAUK000912,3.5TVan,Box,BD5 8LZ,LE3 8DX,53.766832,-1.740516,52.641456,-1.216005,2023-12-07 00:30:00+00:00,2023-12-07 01:00:00+00:00,2023-12-08 02:30:00+00:00,2023-12-08 03:00:00+00:00,2023-12-07 02:38:00+00:00,130.05367572600213,Thursday,Friday,3,0.5,26.5,0,40,1
66a23663-0195-46f2-a5e4-da256bcba47b,SEZHUK-231124-266072,CAUK001009,3.5TVan,LWB Van,WR4 0SZ,DE74 2TR,52.193636,-2.221575,52.829374,-1.332134,2023-12-04 17:00:00+00:00,2023-12-04 18:00:00+00:00,2023-12-04 19:30:00+00:00,2023-12-04 20:30:00+00:00,2023-12-04 18:48:00+00:00,93.00977757371561,Monday,Monday,20,1.0,3.5,0,44,1
c7051f08-8889-4b8c-85b7-09833a679b7e,SEZHUK-231212-272776,CAUK000159,TractorUnit,Curtain-Side 13.6M Trailer,L11 0JA,DL3 0UW,53.462845,-2.896967,54.548502,-1.574098,2023-12-13 10:00:00+00:00,2023-12-13 10:01:00+00:00,2023-12-14 09:55:00+00:00,2023-12-14 10:25:00+00:00,2023-12-13 23:03:00+00:00,148.73995052216034,Wednesday,Thursday,10,0.5,24.416666666666668,0,8,0
e9c98f2d-327b-46b9-b3de-0c2e069e262d,SEZHUK-231004-249905,CAUK000863,TractorUnit,Curtain-Side 13.6M Trailer,DN11 9HE,CM2 5AE,53.437296,-1.068189,51.748381,0.519226,2023-10-05 15:00:00+00:00,2023-10-05 15:59:00+00:00,2023-10-06 09:55:00+00:00,2023-10-06 10:25:00+00:00,2023-10-05 15:05:00+01:00,216.5366528298141,Thursday,Friday,10,0.5,19.416666666666668,0,36,0
7369cda1-1d0c-42c5-be31-cf18efe77ddb,SEZHUK-231124-266290,CAUK000155,TractorUnit,Curtain-Side 13.6M Trailer,LS10 1SL,DA14 5DF,53.771668,-1.514934,51.415995,0.118003,2023-11-27 00:00:00+00:00,2023-11-27 00:30:00+00:00,2023-11-27 08:00:00+00:00,2023-11-27 08:30:00+00:00,2023-11-27 07:54:00+00:00,284.5155051272543,Monday,Monday,8,0.5,8.5,0,7,0
4eac100d-9434-415f-9e91-9be5da145d19,SEZHUK-231211-272247,CAUK000310,TractorUnit,Tractor Only,PE12 6EW,CV8 3ED,52.78285,-0.124795,52.371658,-1.452326,2023-12-18 13:30:00+00:00,2023-12-18 14:30:00+00:00,2023-12-18 16:30:00+00:00,2023-12-18 17:30:00+00:00,2023-12-18 16:10:00+00:00,100.95696332817134,Monday,Monday,17,1.0,4.0,0,18,0
872e72c8-dd37-43fe-820c-ff962d398840,SEZHUK-231106-260110,CAUK000310,TractorUnit,Curtain-Side 13.6M Trailer,NN4 9BA,OX11 7HJ,52.213462,-0.951036,51.619119,-1.256837,2023-11-09 07:00:00+00:00,2023-11-09 07:30:00+00:00,2023-11-09 10:00:00+00:00,2023-11-09 10:30:00+00:00,2023-11-09 16:07:00+00:00,69.39652788823402,Thursday,Thursday,10,0.5,3.5,1,18,0
bad2a1c4-4cf3-4157-864f-ce161784831f,SEZHUK-231207-271182,CAUK000155,TractorUnit,Curtain-Side 13.6M Trailer,L11 0JA,UB6 8UH,53.462845,-2.896967,51.54329,-0.358536,2023-12-08 15:00:00+00:00,2023-12-08 15:01:00+00:00,2023-12-11 11:55:00+00:00,2023-12-11 12:25:00+00:00,2023-12-11 10:21:00+00:00,274.44200518653423,Friday,Monday,12,0.5,69.41666666666667,0,7,0
eb7a9df0-4875-43d8-9060-c79c35eae2fb,SEZHUK-231203-269282,CAUK000660,TractorUnit,Box 44ft,BD5 8LZ,HP2 7PZ,53.763558,-1.739636,51.771841,-0.439918,2023-12-07 16:20:00+00:00,2023-12-07 18:00:01+00:00,2023-12-08 05:00:00+00:00,2023-12-08 07:56:01+00:00,2023-12-08 10:39:00+00:00,238.36146435885018,Thursday,Friday,7,2.933611111111111,15.600277777777778,1,29,0
e9c98f2d-327b-46b9-b3de-0c2e069e262d,SEZHUK-231004-249902,CAUK000770,TractorUnit,Curtain-Side 13.6M Trailer,DN11 9HE,NN4 9BF,53.437296,-1.068189,52.212328,-0.944564,2023-10-06 08:04:47+00:00,2023-10-06 09:03:47+00:00,2023-10-06 11:35:00+00:00,2023-10-06 12:05:00+00:00,2023-10-06 10:43:00+01:00,136.57248214408634,Friday,Friday,12,0.5,4.003611111111111,0,32,0
22ea5531-3b70-47df-b7f0-d569684fb731,SEZHUK-230929-248766,CAUK000034,TractorUnit,Curtain-Side 13.6M Trailer,NN9 5DB,CM19 5BD,52.3256,-0.613059,51.775406,0.075337,2023-10-02 15:30:00+00:00,2023-10-02 16:00:00+00:00,2023-10-03 07:00:00+00:00,2023-10-03 07:45:00+00:00,2023-10-03 08:11:00+01:00,77.31633312425309,Monday,Tuesday,7,0.75,16.25,0,1,0
40415fe3-e446-4d1e-b141-3698b0dc47f3,SEZHUK-231127-266710,CAUK000096,TractorUnit,Curtain-Side 13.6M Trailer,SS17 9DY,NW10 6QY,51.510091,0.459598,51.52668,-0.235678,2023-11-28 09:00:00+00:00,2023-11-28 09:30:00+00:00,2023-11-28 13:30:00+00:00,2023-11-28 14:00:00+00:00,2023-11-29 05:14:00+00:00,48.29599309849183,Tuesday,Tuesday,14,0.5,5.0,1,2,0
3244246f-e37c-4ba4-b9b3-61416a4449ae,SEZHUK-231206-270776,CAUK000224,TractorUnit,Curtain-Side 13.6M Trailer,S80 3FY,CM19 5BD,53.293393,-1.074008,51.762509,0.053285,2023-12-08 16:00:00+00:00,2023-12-08 16:59:00+00:00,2023-12-09 10:30:00+00:00,2023-12-09 11:00:00+00:00,2023-12-09 14:41:00+00:00,186.73775863113764,Friday,Saturday,11,0.5,19.0,1,12,0
39a4e234-5d35-4d94-8e8a-b8bf6fe13953,SEZHUK-231120-264432,CAUK000155,TractorUnit,Curtain Side,CV23 8BQ,G75 0ZZ,52.334853,-1.18045,55.736183,-4.167971,2023-12-20 16:00:00+00:00,2023-12-20 17:00:00+00:00,2023-12-20 23:00:00+00:00,2023-12-20 23:59:00+00:00,2023-12-21 01:10:00+00:00,426.10081027597,Wednesday,Wednesday,23,0.9833333333333333,7.983333333333333,1,7,0
9137ba81-0ea7-4ea0-83aa-2a3655f98a55,SEZHUK-231218-275150,CAUK000250,TractorUnit,Curtain-Side 13.6M Trailer,NN14 2WB,ASHBOURNE,52.451065,-0.822808,53.52341,-6.410445,2023-12-28 10:00:00+00:00,2023-12-28 10:30:00+00:00,2023-12-29 10:30:00+00:00,2023-12-29 11:00:00+00:00,2023-12-29 11:30:00+00:00,393.64472436900974,Thursday,Friday,11,0.5,25.0,0,14,0
3371b762-7c32-44f3-a14e-bfb0a6f3d50b,SEZHUK-231201-268245,CAUK000854,TractorUnit,Curtain-Side 13.6M Trailer,DG16 5HT,SN4 8EQ,55.003467,-3.042858,51.569032,-1.890228,2023-12-04 06:00:00+00:00,2023-12-04 15:00:00+00:00,2023-12-05 08:00:00+00:00,2023-12-05 15:59:00+00:00,2023-12-05 08:58:00+00:00,389.86238501198045,Monday,Tuesday,15,7.983333333333333,33.983333333333334,0,35,0
2aac1ee1-5cab-42c8-9d2f-ec995a63c14f,SEZHUK-231218-275265,CAUK000899,TractorUnit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2023-12-19 06:02:00+00:00,2023-12-19 07:02:00+00:00,2023-12-19 12:30:00+00:00,2023-12-19 13:00:00+00:00,2023-12-19 16:16:00+00:00,198.28262164838597,Tuesday,Tuesday,13,0.5,6.966666666666667,1,39,0
369b3981-6399-439f-a654-7e90a2493c35,SEZHUK-231213-272855,CAUK000029,TractorUnit,Curtain-Side 13.6M Trailer,DN3 3FG,WS12 1NR,53.537133,-1.037405,52.703735,-1.983264,2023-12-18 06:00:00+00:00,2023-12-18 18:00:00+00:00,2023-12-19 08:32:00+00:00,2023-12-19 09:00:00+00:00,2023-12-19 10:28:00+00:00,112.30199308530564,Monday,Tuesday,9,0.4666666666666667,27.0,1,0,0
3244246f-e37c-4ba4-b9b3-61416a4449ae,SEZHUK-231227-276907,CAUK000116,TractorUnit,Curtain-Side 13.6M Trailer,S80 3FY,SP4 7GQ,53.293393,-1.074008,51.17534,-1.753679,2023-12-29 17:00:00+00:00,2023-12-29 17:59:00+00:00,2023-12-30 12:55:00+00:00,2023-12-30 13:25:00+00:00,2023-12-30 12:54:00+00:00,240.2071674924992,Friday,Saturday,13,0.5,20.416666666666668,0,4,0
4eac100d-9434-415f-9e91-9be5da145d19,SEZHUK-231207-271047,CAUK000310,TractorUnit,Tractor Only,ST16 3EF,CV8 3ED,52.806693,-2.12066,52.371658,-1.452326,2023-12-14 14:00:00+00:00,2023-12-14 15:00:00+00:00,2023-12-14 17:30:00+00:00,2023-12-14 18:30:00+00:00,2023-12-14 20:29:00+00:00,66.29539612693945,Thursday,Thursday,18,1.0,4.5,1,18,0
9e78d49e-043c-4f19-af07-a116101abe0b,SEZHUK-231220-275755,CAUK000770,TractorUnit,Curtain-Side 13.6M Trailer,S80 3EG,NN16 8PX,53.295391,-1.066283,52.411314,-0.740048,2023-12-21 13:00:00+00:00,2023-12-21 13:56:00+00:00,2023-12-22 04:55:00+00:00,2023-12-22 06:17:00+00:00,2023-12-22 07:29:00+00:00,100.80755644049977,Thursday,Friday,6,1.3666666666666667,17.283333333333335,1,32,0
66a23663-0195-46f2-a5e4-da256bcba47b,SEZHUK-231116-263345,CAUK001009,3.5TVan,LWB Van,CO4 9QJ,DE74 2TR,51.920887,0.927015,52.829374,-1.332134,2023-11-30 17:30:00+00:00,2023-11-30 18:30:00+00:00,2023-11-30 21:10:00+00:00,2023-11-30 22:10:00+00:00,2023-12-01 04:35:00+00:00,184.08009613113876,Thursday,Thursday,22,1.0,4.666666666666667,1,44,1
433732b1-4db6-4969-985d-710c0033eeb4,SEZHUK-231108-261048,CAUK000912,3.5TVan,Box,BD5 8LZ,LE3 8DX,53.766832,-1.740516,52.641456,-1.216005,2023-11-16 00:30:00+00:00,2023-11-16 01:00:00+00:00,2023-11-17 02:30:00+00:00,2023-11-17 03:00:00+00:00,2023-11-16 02:15:00+00:00,130.05367572600213,Thursday,Friday,3,0.5,26.5,0,40,1
bad2a1c4-4cf3-4157-864f-ce161784831f,SEZHUK-231117-263837,CAUK000781,TractorUnit,Curtain-Side 13.6M Trailer,L11 0JA,B90 4NY,53.462845,-2.896967,52.396803,-1.801695,2023-11-20 09:00:00+00:00,2023-11-20 09:01:00+00:00,2023-11-21 10:55:00+00:00,2023-11-21 11:25:00+00:00,2023-11-21 13:36:00+00:00,139.63437715855733,Monday,Tuesday,11,0.5,26.416666666666668,1,33,0
9e78d49e-043c-4f19-af07-a116101abe0b,SEZHUK-231228-277076,CAUK000689,TractorUnit,Curtain-Side 13.6M Trailer,S80 3EG,RG2 0PN,53.295391,-1.066283,51.419654,-0.973301,2023-12-30 06:00:00+00:00,2023-12-30 06:56:00+00:00,2023-12-30 10:26:10+00:00,2023-12-30 11:48:10+00:00,2023-12-30 09:41:00+00:00,208.81702658232658,Saturday,Saturday,11,1.3666666666666667,5.802777777777778,0,30,0
3371b762-7c32-44f3-a14e-bfb0a6f3d50b,SEZHUK-231219-275412,CAUK000896,TractorUnit,Curtain-Side 13.6M Trailer,DN8 5TE,DT1 3RT,53.566639,-0.919839,50.714431,-2.465746,2023-12-20 06:00:00+00:00,2023-12-20 18:00:00+00:00,2023-12-21 11:31:00+00:00,2023-12-21 11:59:00+00:00,2023-12-21 10:41:00+00:00,334.5262801034835,Wednesday,Thursday,11,0.4666666666666667,29.983333333333334,0,50,0
bad2a1c4-4cf3-4157-864f-ce161784831f,SEZHUK-231110-261888,CAUK000155,TractorUnit,Curtain-Side 13.6M Trailer,L11 0JA,UB2 4SB,53.462845,-2.896967,51.507588,-0.360871,2023-11-14 04:00:00+00:00,2023-11-14 04:15:00+00:00,2023-11-14 14:25:00+00:00,2023-11-14 14:55:00+00:00,2023-11-14 14:07:00+00:00,277.488575954304,Tuesday,Tuesday,14,0.5,10.916666666666666,0,7,0
433732b1-4db6-4969-985d-710c0033eeb4,SEZHUK-231114-262852,CAUK000912,3.5TVan,Box,BD5 8LZ,LE3 8DX,53.766832,-1.740516,52.641456,-1.216005,2023-11-21 00:30:00+00:00,2023-11-21 01:00:00+00:00,2023-11-22 02:30:00+00:00,2023-11-22 03:00:00+00:00,2023-11-21 02:35:00+00:00,130.05367572600213,Tuesday,Wednesday,3,0.5,26.5,0,40,1
433732b1-4db6-4969-985d-710c0033eeb4,SEZHUK-231102-258825,CAUK000912,3.5TVan,Box,BD5 8LZ,LE3 8DX,53.766832,-1.740516,52.641456,-1.216005,2023-11-09 00:30:00+00:00,2023-11-09 01:00:00+00:00,2023-11-10 02:30:00+00:00,2023-11-10 03:00:00+00:00,2023-11-09 02:47:00+00:00,130.05367572600213,Thursday,Friday,3,0.5,26.5,0,40,1
63f8c121-3f15-4468-8891-69a44c41fbf0,SEZHUK-230928-248315,CAUK000034,TractorUnit,Curtain-Side 13.6M Trailer,NP26 3RA,RM20 3LG,51.585139,-2.844668,51.476241,0.268788,2023-10-02 06:00:00+00:00,2023-10-02 06:30:00+00:00,2023-10-02 10:30:00+00:00,2023-10-02 11:00:00+00:00,2023-10-03 10:15:00+01:00,216.37774152214664,Monday,Monday,11,0.5,5.0,1,1,0
66a23663-0195-46f2-a5e4-da256bcba47b,SEZHUK-231102-258563,CAUK001009,3.5TVan,LWB Van,BS32 0BF,DE74 2TR,51.54695,-2.551256,52.829374,-1.332134,2023-11-15 15:15:00+00:00,2023-11-15 16:15:00+00:00,2023-11-15 19:30:00+00:00,2023-11-15 20:30:00+00:00,2023-11-15 16:45:00+00:00,165.26294436600335,Wednesday,Wednesday,20,1.0,5.25,0,44,1
bad2a1c4-4cf3-4157-864f-ce161784831f,SEZHUK-231002-249294,CAUK000781,TractorUnit,Curtain-Side 13.6M Trailer,L11 0JA,MK42 6EY,53.462845,-2.896967,52.093182,-0.475758,2023-10-04 09:00:00+00:00,2023-10-04 09:01:00+00:00,2023-10-04 16:55:00+00:00,2023-10-04 17:25:00+00:00,2023-10-04 18:39:00+01:00,223.41894418414978,Wednesday,Wednesday,17,0.5,8.416666666666666,0,33,0
d04c44f7-f1b2-466e-be15-e88ab9443f50,SEZHUK-231215-274201,CAUK000155,TractorUnit,Box,RM9 6RS,EH54 8QX,51.530739,0.138456,55.901847,-3.583873,2023-12-21 11:00:00+00:00,2023-12-21 11:30:00+00:00,2023-12-22 08:00:00+00:00,2023-12-22 08:30:00+00:00,2023-12-22 08:07:00+00:00,544.8593570660368,Thursday,Friday,8,0.5,21.5,0,7,0
7369cda1-1d0c-42c5-be31-cf18efe77ddb,SEZHUK-231122-265496,CAUK000155,TractorUnit,Curtain-Side 13.6M Trailer,LS10 1SL,BS16 3SB,53.771668,-1.514934,51.476091,-2.527994,2023-11-23 02:00:00+00:00,2023-11-23 02:30:00+00:00,2023-11-23 09:00:00+00:00,2023-11-23 10:00:00+00:00,2023-11-23 08:53:00+00:00,264.49408135972016,Thursday,Thursday,10,1.0,8.0,0,7,0
ee7cbc7b-4f14-44ac-9c6e-086d70a27141,SEZHUK-231212-272619,CAUK000282,TractorUnit,Box,DN3 3FQ,S9 2YL,53.534344,-1.035929,53.409475,-1.407681,2023-12-14 18:00:00+00:00,2023-12-14 23:59:00+00:00,2023-12-15 11:00:00+00:00,2023-12-15 12:00:00+00:00,2023-12-15 06:29:00+00:00,28.32846629041557,Thursday,Friday,12,1.0,18.0,0,15,0
eb7a9df0-4875-43d8-9060-c79c35eae2fb,SEZHUK-231012-252514,CAUK000912,3.5TVan,Box,BD5 8LZ,LE3 8DX,53.766832,-1.740516,52.641456,-1.216005,2023-10-25 00:30:00+00:00,2023-10-25 01:00:00+00:00,2023-10-25 02:30:00+00:00,2023-10-25 03:00:00+00:00,2023-10-25 02:50:00+01:00,130.05367572600213,Wednesday,Wednesday,3,0.5,2.5,0,40,1
2aac1ee1-5cab-42c8-9d2f-ec995a63c14f,SEZHUK-231208-271720,CAUK001047,TractorUnit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2023-12-10 19:00:00+00:00,2023-12-10 20:00:00+00:00,2023-12-11 01:30:00+00:00,2023-12-11 02:00:00+00:00,2023-12-11 02:44:00+00:00,198.28262164838597,Sunday,Monday,2,0.5,7.0,1,48,0
bad2a1c4-4cf3-4157-864f-ce161784831f,SEZHUK-231006-250684,CAUK001006,TractorUnit,Curtain-Side 13.6M Trailer,L11 0JA,MK42 6EY,53.462845,-2.896967,52.093182,-0.475758,2023-10-09 11:00:00+00:00,2023-10-09 11:01:00+00:00,2023-10-10 01:55:00+00:00,2023-10-10 02:25:00+00:00,2023-10-11 02:18:00+01:00,223.41894418414978,Monday,Tuesday,2,0.5,15.416666666666666,1,50,0
66a23663-0195-46f2-a5e4-da256bcba47b,SEZHUK-231213-273080,CAUK001009,3.5TVan,LWB Van,DE74 2TR,NW10 7NZ,52.829374,-1.332134,51.537524,-0.27074,2023-12-27 04:45:00+00:00,2023-12-27 05:45:00+00:00,2023-12-27 08:15:00+00:00,2023-12-27 09:15:00+00:00,2023-12-27 07:45:00+00:00,161.03244257507345,Wednesday,Wednesday,9,1.0,4.5,0,44,1
3244246f-e37c-4ba4-b9b3-61416a4449ae,SEZHUK-231103-259287,CAUK000854,TractorUnit,Curtain-Side 13.6M Trailer,S80 3FY,EH54 8QX,53.293393,-1.074008,55.896335,-3.53565,2023-11-06 12:00:00+00:00,2023-11-06 12:59:00+00:00,2023-11-07 06:30:00+00:00,2023-11-07 07:00:00+00:00,2023-11-07 12:05:00+00:00,330.5131037715953,Monday,Tuesday,7,0.5,19.0,1,35,0
3244246f-e37c-4ba4-b9b3-61416a4449ae,SEZHUK-231006-250814,CAUK000250,TractorUnit,Curtain-Side 13.6M Trailer,S80 3FY,NEWBRIDGE,53.293393,-1.074008,53.177772,-6.79517,2023-10-10 00:00:00+00:00,2023-10-10 23:59:00+00:00,2023-10-13 11:25:00+00:00,2023-10-13 11:55:00+00:00,2023-10-13 08:13:00+01:00,382.1233778887302,Tuesday,Friday,11,0.5,83.91666666666667,0,14,0
89e0fe85-031b-4d9d-9f9a-b55de4002742,SEZHUK-231005-250225,CAUK001004,TractorUnit,Curtain-Side 13.6M Trailer,B24 8DW,NN6 7GX,52.507428,-1.834192,52.358623,-1.166133,2023-10-06 07:00:00+00:00,2023-10-06 07:30:00+00:00,2023-10-06 10:00:00+00:00,2023-10-06 10:30:00+00:00,2023-10-06 10:37:00+01:00,48.359839961534625,Friday,Friday,10,0.5,3.5,0,43,0
eb7a9df0-4875-43d8-9060-c79c35eae2fb,SEZHUK-231209-271860,CAUK000863,TractorUnit,Box 44ft,BD5 8LZ,HP2 7PZ,53.767302,-1.74656,51.769433,-0.444266,2023-12-10 04:20:00+00:00,2023-12-10 06:00:00+00:00,2023-12-10 10:51:00+00:00,2023-12-10 13:46:00+00:00,2023-12-10 16:23:00+00:00,239.0614815388893,Sunday,Sunday,13,2.9166666666666665,9.433333333333334,1,36,0
d04c44f7-f1b2-466e-be15-e88ab9443f50,SEZHUK-231031-258056,CAUK000155,TractorUnit,Box,DA8 1DL,EH54 8QX,51.493182,0.167098,55.901847,-3.583873,2023-11-02 11:00:00+00:00,2023-11-02 11:30:00+00:00,2023-11-03 09:00:00+00:00,2023-11-03 09:30:00+00:00,2023-11-02 13:47:00+00:00,549.4868394915134,Thursday,Friday,9,0.5,22.5,0,7,0
2911fc97-a19a-4c51-8f4d-43f93062d937,SEZHUK-231109-261386,CAUK000876,TractorUnit,Curtain-Side 13.6M Trailer,B46 1TT,BT26 6JJ,52.524545,-1.712207,54.474078,-6.104285,2023-12-07 14:00:00+00:00,2023-12-07 14:30:00+00:00,2023-12-08 07:30:00+00:00,2023-12-08 08:00:00+00:00,2023-12-08 07:56:00+00:00,363.24389873109584,Thursday,Friday,8,0.5,18.0,0,37,0
2aac1ee1-5cab-42c8-9d2f-ec995a63c14f,SEZHUK-231213-272967,CAUK001047,TractorUnit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2023-12-14 18:00:00+00:00,2023-12-14 19:00:00+00:00,2023-12-15 00:30:00+00:00,2023-12-15 01:00:00+00:00,2023-12-15 03:06:00+00:00,198.28262164838597,Thursday,Friday,1,0.5,7.0,1,48,0
