DISTANCE,DELIVERY_HOUR,DELIVERY_WINDOW_DURATION,SHIPMENT_DURATION,DELAYED,CARRIER_ID_CONDENSED,IS_VAN
113.92723867261743,17,0.5,7.0,0,11,0
222.10214240399517,8,0.5,21.416666666666668,0,50,0
94.49403743883643,3,0.5,3.0,0,40,1
212.78595833158425,17,0.5,4.5,1,41,0
178.1007550119908,23,0.5,6.0,0,36,0
192.12332578252852,7,0.5,15.416666666666666,1,11,0
128.31063251263168,15,1.0,26.0,0,20,0
48.29599309849183,14,0.5,5.0,1,2,0
355.7217946673087,6,0.5,48.416666666666664,1,14,0
145.64196330890005,17,0.7502777777777778,5.050277777777778,0,24,0
157.49763129166953,9,1.0,4.5,0,44,1
68.58456013670218,9,0.5,3.3333333333333335,1,18,0
260.12099950833925,19,0.5,5.5,1,31,0
265.3790696179686,13,2.933611111111111,10.216944444444444,1,49,0
238.36146435885018,7,2.933611111111111,15.600277777777778,0,21,0
0.0,18,1.0,12.0,0,15,0
84.15598282626566,11,0.5,20.75,1,50,0
112.30199308530564,8,0.4666666666666667,26.0,1,0,0
112.30199308530564,9,0.4666666666666667,27.0,0,0,0
198.28262164838597,22,0.5,6.5,1,48,0
233.69486920564057,10,1.0,5.333333333333333,0,44,1
168.35891689222464,8,0.25,18.5,0,30,0
118.51380408297166,22,1.0,3.8333333333333335,0,44,1
378.383773814539,8,0.5,98.41666666666667,0,14,0
265.4460861271693,9,3.683333333333333,15.35,1,27,0
246.2480014668301,11,4.116944444444444,11.033611111111112,1,49,0
113.6682250584068,14,0.5,5.0,0,2,0
214.6316749228055,7,0.4666666666666667,25.5,0,36,0
198.28262164838597,2,0.5,7.0,0,48,0
215.2259197107392,7,0.5,18.016666666666666,1,47,0
239.0614815388893,10,2.9166666666666665,9.433333333333334,0,31,0
128.11867898341296,17,0.5,7.0,0,11,0
0.0,18,1.0,12.0,0,15,0
181.49137940894244,13,1.0,5.0,0,44,1
130.05367572600213,3,0.5,26.5,0,40,1
184.08009613113876,9,1.0,5.0,0,44,1
112.30199308530564,10,0.4666666666666667,28.0,0,0,0
112.30199308530564,8,0.4666666666666667,26.0,1,0,0
265.3790696179686,10,2.933611111111111,10.216944444444444,1,49,0
265.3998442836438,8,2.933611111111111,11.600277777777778,1,31,0
94.49403743883643,3,0.5,3.0,0,40,1
78.24356443171415,11,0.5,18.75,1,47,0
107.3629111708443,12,0.5,6.0,0,22,0
116.26358902338696,6,0.5,9.416666666666666,0,11,0
130.05367572600213,3,0.5,2.5,1,40,1
198.28262164838597,9,0.5,6.966666666666667,1,48,0
153.4342585484657,5,0.5,4.0,0,49,0
261.3429452998258,8,2.9169444444444443,10.600277777777778,1,24,0
32.05374186326963,8,1.0,2.5,0,45,1
32.07309962730457,21,1.0,2.0,0,45,1
396.4724825610388,8,0.4666666666666667,98.5,0,16,0
208.6114107015427,9,0.5,33.416666666666664,1,36,0
32.05374186326963,22,1.0,3.0,0,45,1
32.05374186326963,22,1.0,3.0,1,45,1
190.5187327366314,16,1.0,7.5,0,18,0
113.92723867261743,17,0.5,7.0,0,2,0
32.05374186326963,8,1.0,2.5,1,45,1
167.80482514225417,7,0.25,13.75,1,19,0
157.49763129166953,9,1.0,4.5,0,44,1
238.37573353696422,7,2.933611111111111,18.100277777777777,1,49,0
265.3790696179686,9,3.683611111111111,20.350277777777777,0,34,0
130.05367572600213,3,0.5,26.5,1,40,1
233.53113484138396,14,0.5,20.5,0,4,0
230.24659113678612,17,0.5,8.416666666666666,0,30,0
32.07309962730457,21,1.0,2.0,0,45,1
216.16479324389803,11,0.5,35.416666666666664,0,9,0
247.34054671207397,7,0.5,18.416666666666668,0,39,0
198.28262164838597,20,0.5,7.0,0,39,0
198.28262164838597,2,0.5,7.0,1,50,0
118.51380408297166,10,1.0,5.25,0,44,1
342.65195383709965,20,0.5,8.416666666666666,0,35,0
131.50148084423364,14,0.5,5.0,1,2,0
236.93387213111413,2,0.5,4.5,0,31,0
87.32379476176347,19,0.5,27.5,0,27,0
261.3547591085844,11,3.6669444444444443,9.383611111111112,1,24,0
157.85788414852232,21,1.5,5.25,0,44,1
130.05367572600213,3,0.5,26.5,0,40,1
184.08009613113876,22,1.0,4.666666666666667,0,44,1
184.3467621749448,14,0.5,4.0,1,2,0
180.98070300007856,13,0.0,29.0,0,5,0
198.28262164838597,15,0.5,11.716666666666667,1,48,0
399.1231950555653,9,0.4666666666666667,27.5,1,4,0
261.4144146656322,10,3.6666666666666665,9.383333333333333,0,24,0
217.0873759523183,22,0.5,23.416666666666668,0,11,0
136.57248214408634,8,0.5,27.916666666666668,0,32,0
178.15308512226562,6,0.5,16.0,1,4,0
64.43780428790225,15,0.5,5.0,1,2,0
32.05374186326963,9,1.0,3.5,0,45,1
238.43256564764945,7,2.0,9.533333333333333,0,31,0
246.55447740987196,14,4.116666666666666,11.033333333333333,1,49,0
264.1145031311523,2,0.5,7.5,1,7,0
166.46110277487207,11,0.4666666666666667,29.983333333333334,0,39,0
93.760434805327,16,0.7502777777777778,4.250277777777778,1,24,0
171.1994422897696,14,0.7502777777777778,5.083611111111111,0,23,0
94.53905641196413,18,0.7502777777777778,4.250277777777778,1,24,0
277.488575954304,12,0.5,20.416666666666668,0,7,0
0.549346916893057,20,0.7502777777777778,6.550277777777778,0,22,0
279.52808526905943,6,0.5,6.924166666666666,1,4,0
222.10214240399517,8,0.5,22.416666666666668,0,30,0
226.66870731846544,3,0.5,13.416666666666666,1,30,0
198.28262164838597,5,0.5,6.966666666666667,1,48,0
129.9785419812138,3,0.5,26.5,1,40,1
139.54935052284836,14,0.5,6.916666666666667,1,0,0
68.85739085906295,2,0.5,2.5166666666666666,0,49,0
134.17572552748808,9,0.5,19.7,1,11,0
189.74399651330376,16,0.5,25.416666666666668,0,30,0
182.3635021043062,11,0.5,16.5,1,30,0
274.09009810543375,9,0.4666666666666667,26.75,1,36,0
140.07158160123825,15,7.983333333333333,9.983333333333333,0,9,0
348.8338531962683,8,0.5,94.0,1,37,0
198.28262164838597,21,0.5,7.0,0,39,0
123.69984248877645,16,0.5,7.0,0,36,0
85.79474110153383,14,0.5,4.0,0,2,0
299.8446067019413,5,0.5,16.416666666666668,0,25,0
323.949349606822,9,3.683611111111111,20.350277777777777,0,21,0
91.23318647542617,17,0.5,7.0,1,2,0
113.79814434622811,19,0.5,7.416666666666667,0,11,0
221.23735298920764,15,0.0,8.0,0,12,0
112.30199308530564,8,0.4666666666666667,26.0,1,0,0
261.3429452998258,8,2.9169444444444443,10.600277777777778,0,24,0
323.9574277918685,8,2.933611111111111,10.616944444444444,1,31,0
265.8531852611196,13,2.933333333333333,10.216666666666667,0,28,0
112.30199308530564,8,0.4666666666666667,26.0,1,0,0
238.37573353696422,7,2.000277777777778,16.666944444444443,0,21,0
322.54532781313964,8,0.5,43.0,1,37,0
240.2071674924992,15,0.5,8.416666666666666,1,36,0
178.91568961367483,14,1.0,18.5,1,19,0
266.199992285146,14,0.5,17.416666666666668,1,4,0
256.2651836767464,22,1.0,5.416666666666667,0,44,1
49.97711655435501,8,0.0,23.0,0,5,0
261.77040583804455,10,3.6666666666666665,9.383333333333333,0,24,0
265.8531852611196,13,2.933333333333333,10.216666666666667,0,49,0
47.91911674791428,17,0.7502777777777778,3.9002777777777777,1,22,0
178.1007550119908,6,0.5,8.0,1,11,0
198.28262164838597,2,0.5,7.0,1,48,0
49.216424766930544,20,1.0,4.5,0,46,1
264.1145031311523,2,0.5,7.5,0,7,0
130.05367572600213,3,0.5,2.5,1,40,1
109.65050375440168,15,0.5,5.0,1,18,0
264.1145031311523,2,0.5,7.5,0,7,0
155.03755626404447,16,1.0,7.0,0,20,0
497.5108947663322,11,0.5,103.91666666666667,0,14,0
198.28262164838597,19,0.5,6.966666666666667,1,48,0
184.08009613113876,9,1.0,5.0,1,44,1
212.78595833158425,17,0.5,4.5,0,41,0
106.10260224260539,16,0.5,7.0,1,36,0
265.4460861271693,10,2.933333333333333,10.216666666666667,1,28,0
161.5521835193821,21,0.5,3.5,0,40,1
170.04605960782686,11,1.0,6.5,0,47,0
337.16889331291173,8,0.5,22.416666666666668,0,7,0
165.26294436600335,20,1.0,5.25,0,44,1
168.89521157711553,21,1.0,5.5,0,44,1
265.3790696179686,9,3.683611111111111,21.350277777777777,1,29,0
31.908121721565028,9,0.0,23.0,1,5,0
238.43256564764945,11,2.9166666666666665,9.433333333333334,1,28,0
207.43684434589002,17,9.0,35.0,0,32,0
261.3547591085844,8,2.9169444444444443,10.600277777777778,0,24,0
185.12631404837347,16,0.5,7.0,0,41,0
30.02169512844316,5,0.5,2.25,0,40,1
264.1145031311523,2,0.5,7.5,0,7,0
265.3998442836438,9,3.683611111111111,15.350277777777778,0,34,0
87.32379476176347,19,0.5,3.5,1,27,0
81.77277410960919,12,0.5,23.0,0,11,0
198.28262164838597,10,0.5,7.0,0,48,0
123.69984248877645,16,0.5,7.0,0,36,0
246.27563075064597,12,4.116944444444444,11.033611111111112,0,36,0
95.04066492012285,8,0.5,17.483333333333334,1,36,0
108.51547845099586,10,1.0,4.0,0,3,0
175.21205942963854,11,0.5,19.416666666666668,0,36,0
154.82739596829302,10,0.5,18.916666666666668,0,32,0
178.1007550119908,17,0.5,6.0,0,11,0
247.34054671207397,7,0.5,18.916666666666668,0,35,0
224.27706611174645,20,0.5,7.416666666666667,1,36,0
246.27563075064597,11,4.116944444444444,11.033611111111112,0,30,0
104.86365641020073,9,0.0,19.25,0,12,0
180.27831528424207,20,0.25,4.5,0,44,1
137.16222557483906,9,0.4666666666666667,27.0,1,0,0
198.28262164838597,18,0.5,6.966666666666667,1,4,0
178.1007550119908,23,0.5,5.0,0,11,0
94.49403743883643,3,0.5,3.0,0,40,1
109.65050375440168,16,0.75,5.25,1,18,0
113.2688858554652,11,0.5,5.0,1,10,0
223.41894418414978,20,0.5,4.416666666666667,1,11,0
382.6416492404374,11,0.5,22.5,0,17,0
120.89395646821744,12,0.5,5.416666666666667,1,0,0
47.91911674791428,19,2.000277777777778,5.150277777777778,0,22,0
207.43684434589002,11,3.9833333333333334,5.983333333333333,0,32,0
256.2651836767464,22,1.0,5.416666666666667,0,44,1
265.3790696179686,10,2.933611111111111,10.216944444444444,1,49,0
221.23735298920764,6,0.5,16.0,0,36,0
197.8173467432695,15,0.5,7.0,1,48,0
265.3790696179686,13,2.933611111111111,10.216944444444444,1,49,0
158.79501558430326,22,0.5,3.0,1,18,0
32.05374186326963,22,1.0,3.0,0,45,1
111.55775644012539,12,0.5,4.25,0,0,0
215.2259197107392,17,0.5,6.666666666666667,0,18,0
75.58030817742593,7,0.25,15.75,1,36,0
100.95696332817134,11,1.0,4.0,0,18,0
260.24829915384646,7,0.5,66.41666666666667,0,14,0
186.51538664832208,19,0.5,5.0,1,10,0
155.29316846987285,10,0.5,5.0,0,7,0
337.16889331291173,11,0.5,28.416666666666668,0,7,0
319.3701621058573,16,0.5,56.416666666666664,1,14,0
198.28262164838597,12,0.5,7.0,0,48,0
112.289439027818,11,0.5,24.083333333333332,0,11,0
129.14573150792415,17,0.25,5.0,1,36,0
218.52903066855444,10,0.5,17.416666666666668,1,30,0
112.30199308530564,9,0.4666666666666667,75.0,1,0,0
0.0,18,1.0,12.0,0,15,0
32.07309962730457,8,1.0,2.5,0,45,1
100.95696332817134,13,1.0,4.0,0,18,0
238.36146435885018,2,2.9169444444444443,9.783611111111112,0,29,0
94.49403743883643,3,0.5,3.0,0,40,1
0.0,18,1.0,12.0,0,15,0
211.09960819879683,21,1.5002777777777778,7.200277777777778,1,24,0
116.79789991095016,14,0.5,5.0,1,11,0
123.74304246400047,14,0.5,5.0,1,2,0
30.02169512844316,5,0.5,2.25,0,40,1
198.28262164838597,12,0.5,7.0,1,48,0
94.49403743883643,3,0.5,3.0,0,40,1
198.28262164838597,0,0.5,6.5,0,11,0
549.4868394915134,8,0.5,21.5,0,7,0
238.38105390253725,10,3.683611111111111,9.050277777777778,1,31,0
130.05367572600213,3,0.5,26.5,0,40,1
100.95696332817134,16,1.0,4.0,0,18,0
0.0,18,1.0,12.0,0,15,0
198.28262164838597,1,0.5,7.0,1,48,0
165.91731785462272,18,12.0,36.0,0,9,0
85.97111253525577,13,0.5,3.2619444444444445,0,0,0
93.760434805327,10,0.9169444444444445,2.533611111111111,1,50,0
63.39417714468896,9,0.5,3.0,1,10,0
135.5688282999788,13,1.0,2.0,1,20,0
181.49137940894244,22,1.0,4.666666666666667,0,44,1
149.40220458300647,22,0.5,14.25,0,2,0
157.49763129166953,9,1.0,4.5,0,44,1
338.0568981276066,15,7.983333333333333,33.983333333333334,1,30,0
69.79448735618855,11,0.0,22.0,0,5,0
128.11867898341296,17,0.5,7.0,0,2,0
180.66721938658225,21,1.0,5.5,0,44,1
0.0,22,0.5,18.75,0,2,0
246.27563075064597,11,4.116944444444444,11.033611111111112,0,30,0
127.78199736543364,17,0.5,7.0,1,2,0
30.02169512844316,5,0.5,2.25,0,40,1
363.24389873109584,8,0.5,18.0,1,37,0
32.07309962730457,8,1.0,2.5,0,45,1
198.28262164838597,1,0.5,6.966666666666667,0,48,0
264.1145031311523,2,0.5,7.5,0,7,0
100.95696332817134,22,1.0,4.0,0,18,0
199.77159505551813,11,0.5,19.416666666666668,1,0,0
198.28262164838597,3,0.5,7.0,1,48,0
90.77069584294924,16,1.0,31.0,1,20,0
58.213163557088066,17,0.5,7.0,1,11,0
240.2071674924992,12,0.5,20.416666666666668,1,30,0
198.28262164838597,8,1.0,18.466666666666665,0,9,0
0.0,18,1.0,12.0,0,15,0
115.88887652055718,22,1.0,10.0,0,50,0
322.2105627238813,8,0.5,46.0,1,37,0
424.5391642575843,14,0.4666666666666667,31.5,0,35,0
236.3197181196035,10,0.5,48.416666666666664,0,30,0
246.30216667553387,12,4.116666666666666,11.033333333333333,1,27,0
32.05374186326963,9,1.0,3.5,0,45,1
258.31131015356823,13,0.5,6.0,1,10,1
41.37264412984742,13,0.5,4.0,1,11,0
265.4460861271693,8,2.0,15.666666666666666,0,29,0
84.04183987170703,11,0.5,4.0,0,18,0
233.69486920564057,22,1.0,4.75,0,44,1
30.02169512844316,5,0.5,2.25,0,40,1
129.11911863334655,6,0.5,0.0,1,10,0
181.93686986221152,7,0.5,22.0,1,30,0
132.84587822009564,14,0.5,5.416666666666667,0,33,0
32.103777550853934,14,0.5,5.0,0,2,0
261.77040583804455,10,3.6666666666666665,9.383333333333333,0,24,0
94.49403743883643,3,0.5,3.0,0,40,1
330.5131037715953,7,0.5,19.25,1,0,0
275.1605849924954,14,0.5,28.666666666666668,1,36,0
323.9574277918685,12,2.933611111111111,10.500277777777777,1,31,0
87.32379476176347,19,0.5,27.5,0,27,0
377.2343721391164,6,0.4666666666666667,24.5,1,30,0
100.95696332817134,11,1.0,4.0,0,18,0
337.16889331291173,10,0.5,17.416666666666668,1,7,0
132.84587822009564,4,0.5,13.5,0,11,0
185.12631404837347,16,0.5,7.0,0,41,0
421.0891144050405,23,0.9833333333333333,7.983333333333333,1,7,0
113.93600704944929,17,0.5,7.0,0,11,0
377.2343721391164,6,0.4666666666666667,24.5,0,30,0
198.28262164838597,3,1.0,8.0,1,48,0
265.48362395887364,6,0.5,28.416666666666668,0,6,0
238.43256564764945,7,2.933333333333333,17.6,1,21,0
272.7257957385398,20,0.5,6.0,1,50,0
91.26814617894553,14,0.7502777777777778,4.333611111111111,1,31,0
203.55188954525565,18,0.5,10.5,1,30,0
168.89521157711553,21,1.0,5.5,0,44,1
161.03244257507345,9,1.0,4.5,0,44,1
54.21491832502793,17,0.5,7.0,0,11,0
175.12582255295683,11,0.4666666666666667,29.0,0,36,0
184.08009613113876,9,1.0,5.0,0,44,1
71.34178059593465,13,0.5,7.416666666666667,1,11,0
198.28262164838597,13,0.5,7.0,0,48,0
207.2032735530366,6,0.5,90.0,0,36,0
139.61319704207045,17,0.5,7.0,0,11,0
128.11867898341296,17,0.5,7.0,0,11,0
408.77919315401186,10,0.5,96.41666666666667,0,14,0
170.44314688474327,22,0.5,17.5,0,50,0
302.2703449095756,18,0.5,6.0,1,10,1
32.05374186326963,21,1.0,2.0,0,45,1
94.49403743883643,3,0.5,3.0,0,40,1
48.29599309849183,14,0.5,5.0,1,1,0
198.28262164838597,13,0.5,6.966666666666667,1,48,0
264.1145031311523,2,0.5,7.5,0,7,0
352.4551203972205,11,0.4666666666666667,29.983333333333334,0,35,0
265.4460861271693,8,2.933333333333333,18.6,1,29,0
94.49403743883643,3,0.5,3.0,0,40,1
89.67797745228006,8,1.0,18.5,1,9,0
246.55447740987196,14,4.116666666666666,11.033333333333333,0,49,0
238.36146435885018,2,2.9169444444444443,9.783611111111112,0,29,0
238.36146435885018,8,2.9169444444444443,10.450277777777778,1,31,0
39.53045567371261,12,4.0,7.0,0,11,0
198.28262164838597,1,0.5,6.966666666666667,1,48,0
261.77040583804455,10,3.6666666666666665,9.383333333333333,0,24,0
265.3998442836438,10,2.933611111111111,9.816944444444445,1,38,0
198.28262164838597,6,0.5,6.966666666666667,1,48,0
92.80000939120707,13,0.5,4.916666666666667,1,0,0
32.05374186326963,8,1.0,2.5,0,45,1
132.84587822009564,18,0.5,7.416666666666667,1,11,0
256.2651836767464,22,1.0,5.416666666666667,0,44,1
233.69486920564057,22,1.0,4.75,0,44,1
107.83543960685573,10,0.5,4.0,1,10,0
238.38105390253725,10,3.683611111111111,9.050277777777778,0,31,0
363.24389873109584,8,0.5,18.0,0,37,0
158.44009778591047,7,0.5,5.5,0,24,0
109.594302936863,13,0.5,53.0,0,5,0
264.1145031311523,2,0.5,7.5,0,7,0
238.38105390253725,10,2.933611111111111,9.050277777777778,0,29,0
319.3701621058573,15,0.5,56.416666666666664,0,14,0
126.94808865281266,20,0.7502777777777778,4.950277777777778,1,2,0
100.95696332817134,14,1.0,4.0,0,18,0
139.61319704207045,17,0.5,7.0,1,50,0
256.2651836767464,22,1.0,5.416666666666667,0,44,1
132.84587822009564,18,0.5,8.416666666666666,0,1,0
97.48510693375702,8,0.5,18.083333333333332,0,0,0
30.02169512844316,5,0.5,2.25,0,40,1
544.8593570660368,8,0.5,21.5,0,7,0
180.66721938658225,21,1.0,5.5,0,44,1
497.5108947663322,10,0.5,52.916666666666664,0,14,0
72.55101346095479,17,0.5,7.0,0,2,0
276.5864754063993,15,7.983333333333333,33.983333333333334,0,50,0
139.61319704207045,17,0.5,7.0,0,1,0
138.69396416092886,12,1.0,3.0,1,20,0
32.05374186326963,21,1.0,2.0,0,45,1
140.66882088986765,14,0.5,5.0,1,2,0
385.6670932028182,8,0.5,19.0,0,28,0
123.69984248877645,16,0.5,7.0,0,2,0
0.0,18,1.0,12.0,0,15,0
355.7217946673087,6,0.5,78.0,0,14,0
60.897243313839205,18,0.5,5.0,1,18,0
261.3547591085844,11,3.6669444444444443,9.383611111111112,0,24,0
32.05374186326963,21,1.0,2.0,0,45,1
198.28262164838597,16,0.5,7.0,1,48,0
497.5108947663322,11,0.5,53.916666666666664,0,14,0
378.383773814539,7,0.5,49.916666666666664,0,14,0
233.24566903828702,7,0.5,17.0,1,1,0
198.28262164838597,14,0.5,11.716666666666667,1,48,0
157.49763129166953,9,1.0,4.5,0,44,1
208.6114107015427,5,0.5,16.416666666666668,1,0,0
198.28262164838597,1,0.5,7.0,1,48,0
219.7973083491147,19,1.5002777777777778,6.666944444444445,1,36,0
265.5860467710829,11,0.5,4.0,1,2,0
181.51577693688535,16,0.5,6.0,0,2,0
30.02169512844316,5,0.5,2.25,0,40,1
238.38105390253725,9,2.000277777777778,8.516944444444444,0,31,0
94.49403743883643,3,0.5,3.0,0,40,1
79.17716463658647,22,0.5,9.0,0,23,0
238.36146435885018,7,2.000277777777778,9.533611111111112,1,31,0
218.52903066855444,6,0.5,17.416666666666668,1,36,0
0.0,23,0.5,-4.5,1,2,0
198.28262164838597,14,0.5,6.966666666666667,0,39,0
353.28897060923185,10,0.5,82.0,0,14,0
94.49403743883643,3,0.5,3.0,0,40,1
184.08009613113876,22,1.0,4.666666666666667,0,44,1
94.52788851022619,3,0.5,3.0,1,40,1
113.93600704944929,17,0.5,7.0,1,11,0
94.49403743883643,3,0.5,3.0,0,40,1
158.44009778591047,7,0.5,5.5,1,24,0
190.5187327366314,16,0.5,7.0,1,18,0
240.2071674924992,17,0.25,0.3333333333333333,0,4,0
32.05374186326963,8,1.0,2.5,0,45,1
429.8032020411288,23,0.9833333333333333,7.983333333333333,0,7,0
363.24389873109584,8,0.5,18.0,0,37,0
158.44009778591047,7,0.5,5.5,0,24,0
107.3629111708443,12,0.5,6.0,0,22,0
94.49403743883643,3,0.5,3.0,0,40,1
549.4868394915134,5,0.5,18.5,1,7,0
261.3547591085844,8,2.9169444444444443,10.600277777777778,0,24,0
87.32379476176347,19,0.5,27.5,0,27,0
186.21293987121825,23,23.983333333333334,39.983333333333334,1,9,0
363.24389873109584,8,0.5,18.0,1,37,0
146.15574323461502,11,1.0,21.5,1,50,0
149.17810451460187,11,0.7502777777777778,5.383611111111111,1,50,0
30.02169512844316,5,0.5,2.25,0,40,1
100.95696332817134,11,1.0,4.0,0,18,0
264.1145031311523,2,0.5,7.5,0,7,0
168.89521157711553,21,1.0,5.5,0,44,1
212.78595833158425,17,0.5,4.5,1,41,0
90.33619378850426,17,0.5,7.0,1,1,0
66.29620756879541,19,1.0,5.5,0,18,0
224.34746788321902,15,0.5,8.916666666666666,0,50,0
